github.com/Peripli/istio-broker-proxy/pkg/plugin;0.0
github.com/Peripli/istio-broker-proxy/pkg/router;75.9
github.com/Peripli/istio-broker-proxy/pkg/profiles;100.0
github.com/Peripli/istio-broker-proxy/pkg/config;95.3
github.com/Peripli/istio-broker-proxy/pkg/config/client;21.4
github.infra.hana.ondemand.com/istio/istio-broker/integration;0.0
github.com/Peripli/istio-broker-proxy/pkg/model;97.6
github.infra.hana.ondemand.com/istio/istio-broker;0.0
github.infra.hana.ondemand.com/istio/istio-broker/service-manager-plugin;0.0
